"","Smp","Model","Group","variable","value","Classification","Group2","Group3"
"1552","OMIX001073 GC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1553","GSE150430 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1554","GSE155698 PDAC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",0.974,NA,"Primary cancer cells","Primary cancer cells"
"1555","E-MTAB-11948 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1556","GSE149614 HCC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1557","GSE215120 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1558","GSE132465 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1559","GSE148071 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1560","GSE176031 PC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1561","GSE127465 NSCLC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",0.89,NA,"Primary cancer cells","Primary cancer cells"
"1562","GSE176078 BC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1563","GSE168652 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1564","GSE149614 HCC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",0.998,NA,"Primary cancer cells","Primary cancer cells"
"1565","E-MTAB-11948 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",0.996,NA,"Primary cancer cells","Primary cancer cells"
"1566","GSE155698 PDAC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",0.97,NA,"Primary cancer cells","Primary cancer cells"
"1567","GSE150825 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1568","GSE178318 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1569","GSE173682 EC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1570","GSE193337 PC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",0.96,NA,"Primary cancer cells","Primary cancer cells"
"1571","GSE155698 PDAC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",0.92,NA,"Primary cancer cells","Primary cancer cells"
"1572","GSM3946506 Melanoma","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1573","E-MTAB-11948 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1574","OMIX001073 GC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",0.988,NA,"Primary cancer cells","Primary cancer cells"
"1575","GSE173682 OVC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",0.9,NA,"Primary cancer cells","Primary cancer cells"
"1576","GSE168652 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",0.98,NA,"Primary cancer cells","Primary cancer cells"
"1577","GSE176078 BC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1578","GSE150825 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",0.9,NA,"Primary cancer cells","Primary cancer cells"
"1579","OMIX001073 GC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",0.99,NA,"Primary cancer cells","Primary cancer cells"
"1580","OMIX001073 GC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1581","E-MTAB-11948 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1582","GSE162025 NPC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1583","GSE176078 BC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1584","GSE155698 PDAC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1585","GSE149614 HCC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1586","E-MTAB-11948 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
"1587","GSE178318 CRC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top1",1,NA,"Primary cancer cells","Primary cancer cells"
